info @storybook/react v6.1.18
info 
info => Cleaning outputDir /var/folders/77/_0gptm0s1t92tf6_ntg6t0vc0000gp/T/chromatic--94953-J6JSzDWLLpzt
info => Copying static files from: public
info => Using prebuilt manager
info => Building preview..
info => Loading preview config..
info => Loading presets
info => Loading 1 config file in "./.storybook"
info => Loading 7 other files in "./.storybook"
info => Adding stories defined in ".storybook/main.js"
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack setup
info => Compiling preview..
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/server/common/polyfills.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/server/preview/globals.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/storybook-init-framework-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/common/config.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/config.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-links/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/preset/addArgs.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addParameter.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/preview.js-generated-config-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 55% building 376/388 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/correct-prototype-getter.js
<s> [webpack.Progress] 55% building 376/389 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/theming/dist/types.js
<s> [webpack.Progress] 55% building 377/389 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/theming/dist/types.js
<s> [webpack.Progress] 55% building 378/389 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/theming/dist/types.js
<s> [webpack.Progress] 55% building 378/390 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/theming/dist/base.js
<s> [webpack.Progress] 55% building 379/390 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/theming/dist/base.js
<s> [webpack.Progress] 55% building 380/390 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/theming/dist/base.js
<s> [webpack.Progress] 55% building 381/390 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/theming/dist/base.js
<s> [webpack.Progress] 55% building 381/391 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/timers-browserify/main.js
<s> [webpack.Progress] 55% building 382/391 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/timers-browserify/main.js
<s> [webpack.Progress] 55% building 382/392 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 55% building 383/392 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 56% building 384/392 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 56% building 385/392 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 56% building 385/393 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/tooltip/Tooltip.js
<s> [webpack.Progress] 56% building 385/394 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/Zoom/ZoomIFrame.js
<s> [webpack.Progress] 56% building 386/394 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/Zoom/ZoomIFrame.js
<s> [webpack.Progress] 56% building 386/395 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/ScrollArea/ScrollAreaStyles.js
<s> [webpack.Progress] 56% building 386/396 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/ScrollArea/OverlayScrollbarsComponent.js
<s> [webpack.Progress] 56% building 387/396 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/ScrollArea/OverlayScrollbarsComponent.js
<s> [webpack.Progress] 56% building 388/396 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/ScrollArea/OverlayScrollbarsComponent.js
<s> [webpack.Progress] 56% building 388/397 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.object.define-property.js
<s> [webpack.Progress] 56% building 388/398 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.number.constructor.js
<s> [webpack.Progress] 56% building 388/399 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/components/Provider.js
<s> [webpack.Progress] 56% building 388/400 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/utils/shallowEqual.js
<s> [webpack.Progress] 56% building 388/401 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/Zoom/ZoomElement.js
<s> [webpack.Progress] 56% building 388/402 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.string.small.js
<s> [webpack.Progress] 56% building 388/403 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.array.filter.js
<s> [webpack.Progress] 56% building 389/403 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.array.filter.js
<s> [webpack.Progress] 56% building 389/404 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/web.immediate.js
<s> [webpack.Progress] 56% building 389/405 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/object-keys.js
<s> [webpack.Progress] 56% building 390/405 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/object-keys.js
<s> [webpack.Progress] 56% building 390/406 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/tooltip/ListItem.js
<s> [webpack.Progress] 56% building 391/406 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/tooltip/ListItem.js
<s> [webpack.Progress] 56% building 391/407 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/esm/arrayLikeToArray.js
<s> [webpack.Progress] 57% building 392/407 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/esm/arrayLikeToArray.js
<s> [webpack.Progress] 57% building 393/407 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/esm/arrayLikeToArray.js
<s> [webpack.Progress] 57% building 393/408 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.reflect.construct.js
<s> [webpack.Progress] 57% building 393/409 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.object.set-prototype-of.js
<s> [webpack.Progress] 57% building 394/409 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.object.set-prototype-of.js
<s> [webpack.Progress] 57% building 394/410 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.object.get-prototype-of.js
<s> [webpack.Progress] 57% building 395/410 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.object.get-prototype-of.js
<s> [webpack.Progress] 57% building 395/411 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.object.create.js
<s> [webpack.Progress] 57% building 396/411 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.object.create.js
<s> [webpack.Progress] 57% building 396/412 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/utils/reactBatchedUpdates.js
<s> [webpack.Progress] 57% building 396/413 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/utils/batch.js
<s> [webpack.Progress] 57% building 396/414 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/components/Context.js
<s> [webpack.Progress] 57% building 396/415 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/components/connectAdvanced.js
<s> [webpack.Progress] 57% building 396/416 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/field/field.js
<s> [webpack.Progress] 57% building 396/417 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/input/input.js
<s> [webpack.Progress] 57% building 397/417 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/input/input.js
<s> [webpack.Progress] 57% building 398/417 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/input/input.js
<s> [webpack.Progress] 57% building 399/417 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/input/input.js
<s> [webpack.Progress] 57% building 400/417 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/input/input.js
<s> [webpack.Progress] 58% building 401/417 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/input/input.js
<s> [webpack.Progress] 58% building 402/417 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/form/input/input.js
<s> [webpack.Progress] 58% building 402/418 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/string-html-forced.js
<s> [webpack.Progress] 58% building 403/418 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/string-html-forced.js
<s> [webpack.Progress] 58% building 403/419 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/create-html.js
<s> [webpack.Progress] 58% building 403/420 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_listCacheClear.js
<s> [webpack.Progress] 58% building 403/421 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_Symbol.js
<s> [webpack.Progress] 58% building 403/422 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_DataView.js
<s> [webpack.Progress] 58% building 403/423 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_getAllKeys.js
<s> [webpack.Progress] 58% building 404/423 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_getAllKeys.js
<s> [webpack.Progress] 58% building 405/423 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_getAllKeys.js
<s> [webpack.Progress] 58% building 405/424 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_SetCache.js
<s> [webpack.Progress] 58% building 405/425 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_MapCache.js
<s> [webpack.Progress] 58% building 405/426 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_Map.js
<s> [webpack.Progress] 58% building 405/427 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_cacheHas.js
<s> [webpack.Progress] 58% building 405/428 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_arraySome.js
<s> [webpack.Progress] 58% building 405/429 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_setToArray.js
<s> [webpack.Progress] 58% building 405/430 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_mapToArray.js
<s> [webpack.Progress] 58% building 405/431 modules 26 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/hooks/useStore.js
<s> [webpack.Progress] 58% building 405/432 modules 27 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/hooks/useDispatch.js
<s> [webpack.Progress] 58% building 405/433 modules 28 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/hooks/useSelector.js
<s> [webpack.Progress] 58% building 405/434 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/connect/connect.js
<s> [webpack.Progress] 58% building 406/434 modules 28 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-redux/es/connect/connect.js
<s> [webpack.Progress] 58% building 406/435 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/typography/link/link.js
<s> [webpack.Progress] 58% building 406/436 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@emotion/styled/dist/styled.browser.esm.js
<s> [webpack.Progress] 58% building 407/436 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@emotion/styled/dist/styled.browser.esm.js
<s> [webpack.Progress] 58% building 407/437 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_coreJsData.js
<s> [webpack.Progress] 58% building 407/438 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/eq.js
<s> [webpack.Progress] 58% building 408/438 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/eq.js
<s> [webpack.Progress] 59% building 409/438 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/eq.js
<s> [webpack.Progress] 59% building 409/439 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_Uint8Array.js
<s> [webpack.Progress] 59% building 409/440 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_freeGlobal.js
<s> [webpack.Progress] 59% building 409/441 modules 32 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_WeakMap.js
<s> [webpack.Progress] 59% building 409/442 modules 33 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_Set.js
<s> [webpack.Progress] 59% building 410/442 modules 32 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_Set.js
<s> [webpack.Progress] 59% building 411/442 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_Set.js
<s> [webpack.Progress] 59% building 411/443 modules 32 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/blocks/Description.js
<s> [webpack.Progress] 59% building 411/444 modules 33 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/controls/types.js
<s> [webpack.Progress] 59% building 411/445 modules 34 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 59% building 412/445 modules 33 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 59% building 413/445 modules 32 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 59% building 414/445 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 59% building 415/445 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 59% building 416/445 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 60% building 417/445 modules 28 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 60% building 417/446 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/blocks/IconGallery.js
<s> [webpack.Progress] 60% building 417/447 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/blocks/ColorPalette.js
<s> [webpack.Progress] 60% building 417/448 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/blocks/Typeset.js
<s> [webpack.Progress] 60% building 418/448 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/blocks/Typeset.js
<s> [webpack.Progress] 60% building 419/448 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/components/dist/blocks/Typeset.js
<s> [webpack.Progress] 60% building 419/449 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/polished/dist/polished.esm.js
<s> [webpack.Progress] 60% building 420/449 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/polished/dist/polished.esm.js
